PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,BIRTHDATE,SCHOOL,COUNTRY,HEIGHT,WEIGHT,POSITION,ROSTERSTATUS,TEAM_ID,FROM_YEAR,TO_YEAR,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER
203457,Nerlens,Noel,Nerlens Noel,1994-04-10T00:00:00,Kentucky,USA,6-11,220,Forward-Center,Active,1610612760,2013,2018,2013,1,6
1717,Dirk,Nowitzki,Dirk Nowitzki,1978-06-19T00:00:00,"Wurzburg, Germany",Germany,7-0,245,Forward,Active,1610612742,1998,2018,1998,1,9
1628373,Frank,Ntilikina,Frank Ntilikina,1998-07-28T00:00:00,,France,6-6,200,Guard,Active,1610612752,2017,2018,2017,1,8
203994,Jusuf,Nurkic,Jusuf Nurkic,1994-08-23T00:00:00,,Bosnia and Herzegovina,7-0,275,Center,Active,1610612757,2014,2018,2014,1,16
1628021,David,Nwaba,David Nwaba,1993-01-14T00:00:00,Cal Poly-S.L.O.,USA,6-4,219,Guard,Active,1610612739,2016,2018,Undrafted,Undrafted,Undrafted
1626220,Royce,O'Neale,Royce O'Neale,1993-06-05T00:00:00,Baylor,USA,6-6,226,Forward,Active,1610612762,2017,2018,Undrafted,Undrafted,Undrafted
203124,Kyle,O'Quinn,Kyle O'Quinn,1990-03-26T00:00:00,Norfolk State,USA,6-10,250,Center,Active,1610612754,2012,2018,2012,2,49
1628400,Semi,Ojeleye,Semi Ojeleye,1994-12-05T00:00:00,Southern Methodist,USA,6-7,241,Forward,Active,1610612738,2017,2018,2017,2,37
1626143,Jahlil,Okafor,Jahlil Okafor,1995-12-15T00:00:00,Duke,USA,6-11,275,Center,Active,1610612740,2015,2018,2015,1,3
1629059,Elie,Okobo,Elie Okobo,1997-10-23T00:00:00,,France,6-3,190,Guard,Active,1610612756,2018,2018,2018,2,31
1629006,Josh,Okogie,Josh Okogie,1998-09-01T00:00:00,Georgia Tech,Nigeria,6-4,212,Guard,Active,1610612750,2018,2018,2018,1,20
203506,Victor,Oladipo,Victor Oladipo,1992-05-04T00:00:00,Indiana,USA,6-4,210,Guard,Active,1610612754,2013,2018,2013,1,2
203482,Kelly,Olynyk,Kelly Olynyk,1991-04-19T00:00:00,Gonzaga,Canada,7-0,240,Forward,Active,1610612748,2013,2018,2013,1,13
1626224,Cedi,Osman,Cedi Osman,1995-04-08T00:00:00,Anadolu Efes,Turkey,6-8,215,Forward,Active,1610612739,2017,2018,2015,2,31
1626162,Kelly,Oubre Jr.,Kelly Oubre Jr.,1995-12-09T00:00:00,Kansas,USA,6-7,205,Forward,Active,1610612756,2015,2018,2015,1,15
2585,Zaza,Pachulia,Zaza Pachulia,1984-02-10T00:00:00,"Tbilisi, Georgia",Georgia,6-11,270,Center,Active,1610612765,2003,2018,2003,2,42
203953,Jabari,Parker,Jabari Parker,1995-03-15T00:00:00,Duke,USA,6-8,245,Forward,Active,1610612764,2014,2018,2014,1,2
2225,Tony,Parker,Tony Parker,1982-05-17T00:00:00,"Paris, France",France,6-2,185,Guard,Active,1610612766,2001,2018,2001,1,28
202718,Chandler,Parsons,Chandler Parsons,1988-10-25T00:00:00,Florida,USA,6-10,230,Forward,Active,1610612763,2011,2018,2011,2,38
202335,Patrick,Patterson,Patrick Patterson,1989-03-14T00:00:00,Kentucky,USA,6-9,230,Forward,Active,1610612760,2010,2018,2010,1,14
1628383,Justin,Patton,Justin Patton,1997-06-14T00:00:00,Creighton,USA,7-0,241,Center,Active,1610612755,2017,2018,2017,1,16
101108,Chris,Paul,Chris Paul,1985-05-06T00:00:00,Wake Forest,USA,6-0,175,Guard,Active,1610612745,2005,2018,2005,1,4
203901,Elfrid,Payton,Elfrid Payton,1994-02-22T00:00:00,Louisiana-Lafayette,USA,6-4,185,Guard,Active,1610612740,2014,2018,2014,1,10
1629033,Theo,Pinson,Theo Pinson,1995-11-05T00:00:00,,USA,6-6,218,Guard-Forward,Active,1610612751,2018,2018,Undrafted,Undrafted,Undrafted
203486,Mason,Plumlee,Mason Plumlee,1990-03-05T00:00:00,Duke,USA,6-11,235,Forward-Center,Active,1610612743,2013,2018,2013,1,22
203101,Miles,Plumlee,Miles Plumlee,1988-09-01T00:00:00,Duke,USA,6-11,249,Center,Active,1610612737,2012,2018,2012,1,26
1627751,Jakob,Poeltl,Jakob Poeltl,1995-10-15T00:00:00,Utah,Austria,7-0,230,Center,Active,1610612759,2016,2018,2016,1,9
202347,Quincy,Pondexter,Quincy Pondexter,1988-03-10T00:00:00,Washington,USA,6-7,230,Forward,Active,1610612759,2010,2018,2010,1,26
1629008,Michael,Porter Jr.,Michael Porter Jr.,1998-06-29T00:00:00,Missouri,USA,6-10,210,Forward,Active,1610612743,2018,2018,2018,1,14
203490,Otto,Porter Jr.,Otto Porter Jr.,1993-06-03T00:00:00,Georgetown,USA,6-8,198,Forward,Active,1610612741,2013,2018,2013,1,3
1626171,Bobby,Portis,Bobby Portis,1995-02-10T00:00:00,Arkansas,USA,6-11,250,Forward,Active,1610612764,2015,2018,2015,1,22
204001,Kristaps,Porzingis,Kristaps Porzingis,1995-08-02T00:00:00,,Latvia,7-3,240,Forward-Center,Active,1610612742,2015,2018,2015,1,4
203939,Dwight,Powell,Dwight Powell,1991-07-20T00:00:00,Stanford,Canada,6-11,240,Forward-Center,Active,1610612742,2014,2018,2014,2,45
1626181,Norman,Powell,Norman Powell,1993-05-25T00:00:00,UCLA,USA,6-4,215,Forward-Guard,Active,1610612761,2015,2018,2015,2,46
1627816,Alex,Poythress,Alex Poythress,1993-09-06T00:00:00,Kentucky,USA,6-9,235,Forward,Active,1610612737,2016,2018,Undrafted,Undrafted,Undrafted
1627752,Taurean,Prince,Taurean Prince,1994-03-22T00:00:00,Baylor,USA,6-8,220,Forward,Active,1610612737,2016,2018,2016,1,12
1628397,Ivan,Rabb,Ivan Rabb,1997-02-04T00:00:00,California,USA,6-10,220,Forward,Active,1610612763,2017,2018,2017,2,35
1626184,Chasson,Randle,Chasson Randle,1993-02-05T00:00:00,Stanford,USA,6-2,185,Guard,Active,1610612764,2016,2018,Undrafted,Undrafted,Undrafted
203944,Julius,Randle,Julius Randle,1994-11-29T00:00:00,Kentucky,USA,6-9,250,Center-Forward,Active,1610612740,2014,2018,2014,1,7
200755,JJ,Redick,JJ Redick,1984-06-24T00:00:00,Duke,USA,6-4,200,Guard,Active,1610612755,2006,2018,2006,1,11
1628432,Davon,Reed,Davon Reed,1995-06-11T00:00:00,Miami (FL),USA,6-5,208,Guard,Active,1610612754,2017,2018,2017,2,32
1629244,Cameron,Reynolds,Cameron Reynolds,1995-02-07T00:00:00,,USA,6-8,225,Guard,Active,1610612750,2018,2018,Undrafted,Undrafted,Undrafted
1626196,Josh,Richardson,Josh Richardson,1993-09-15T00:00:00,Tennessee,USA,6-6,200,Guard-Forward,Active,1610612748,2015,2018,2015,2,40
203085,Austin,Rivers,Austin Rivers,1992-08-01T00:00:00,Duke,USA,6-4,200,Guard,Active,1610612745,2012,2018,2012,1,10
203460,Andre,Roberson,Andre Roberson,1991-12-04T00:00:00,Colorado,USA,6-7,210,Guard-Forward,Active,1610612760,2013,2018,2013,1,26
1628421,Devin,Robinson,Devin Robinson,1995-03-07T00:00:00,Florida,USA,6-8,200,Forward,Active,1610612764,2017,2018,Undrafted,Undrafted,Undrafted
1629130,Duncan,Robinson,Duncan Robinson,1994-04-22T00:00:00,Michigan,USA,6-8,210,Forward,Active,1610612748,2018,2018,Undrafted,Undrafted,Undrafted
1629010,Jerome,Robinson,Jerome Robinson,1997-02-22T00:00:00,Boston College,USA,6-5,190,Guard,Active,1610612746,2018,2018,2018,1,13
1629011,Mitchell,Robinson,Mitchell Robinson,1998-04-01T00:00:00,,USA,7-1,240,Center,Active,1610612752,2018,2018,2018,2,36
203922,Glenn,Robinson III,Glenn Robinson III,1994-01-08T00:00:00,Michigan,USA,6-6,222,Guard-Forward,Active,1610612765,2014,2018,2014,2,40
200765,Rajon,Rondo,Rajon Rondo,1986-02-22T00:00:00,Kentucky,USA,6-1,186,Guard,Active,1610612747,2006,2018,2006,1,21
201565,Derrick,Rose,Derrick Rose,1988-10-04T00:00:00,Memphis,USA,6-3,200,Guard,Active,1610612750,2008,2018,2008,1,1
203082,Terrence,Ross,Terrence Ross,1991-02-05T00:00:00,Washington,USA,6-7,206,Guard-Forward,Active,1610612753,2012,2018,2012,1,8
1626179,Terry,Rozier,Terry Rozier,1994-03-17T00:00:00,Louisville,USA,6-1,190,Guard,Active,1610612738,2015,2018,2015,1,16
201937,Ricky,Rubio,Ricky Rubio,1990-10-21T00:00:00,"El Masnou, Spain",Spain,6-4,190,Guard,Active,1610612762,2011,2018,2009,1,5
1626156,D'Angelo,Russell,D'Angelo Russell,1996-02-23T00:00:00,Ohio State,USA,6-5,198,Guard,Active,1610612751,2015,2018,2015,1,2
1627734,Domantas,Sabonis,Domantas Sabonis,1996-05-03T00:00:00,Gonzaga,Lithuania,6-11,240,Forward,Active,1610612754,2016,2018,2016,1,11
1629102,Brandon,Sampson,Brandon Sampson,1997-05-01T00:00:00,,USA,6-5,184,Guard,Active,1610612741,2018,2018,Undrafted,Undrafted,Undrafted
203967,Dario,Saric,Dario Saric,1994-04-08T00:00:00,,Croatia,6-10,223,Forward,Active,1610612750,2016,2018,2014,1,12
203107,Tomas,Satoransky,Tomas Satoransky,1991-10-30T00:00:00,,Czech Republic,6-7,210,Guard-Forward,Active,1610612764,2016,2018,2012,2,32
203471,Dennis,Schroder,Dennis Schroder,1993-09-15T00:00:00,Germany,Germany,6-1,172,Guard,Active,1610612760,2013,2018,2013,1,17
203118,Mike,Scott,Mike Scott,1988-07-16T00:00:00,Virginia,USA,6-8,237,Forward,Active,1610612755,2012,2018,2012,2,43
200757,Thabo,Sefolosha,Thabo Sefolosha,1984-05-02T00:00:00,"Vevey, Switzerland",Switzerland,6-7,220,Forward,Active,1610612762,2006,2018,2006,1,13
1627782,Wayne,Selden,Wayne Selden,1994-09-30T00:00:00,Kansas,USA,6-5,230,Guard-Forward,Active,1610612741,2016,2018,Undrafted,Undrafted,Undrafted
1629012,Collin,Sexton,Collin Sexton,1999-01-04T00:00:00,Alabama,USA,6-2,190,Guard,Active,1610612739,2018,2018,2018,1,8
1629013,Landry,Shamet,Landry Shamet,1997-03-13T00:00:00,Wichita State,USA,6-5,188,Guard,Active,1610612746,2018,2018,2018,1,26
202697,Iman,Shumpert,Iman Shumpert,1990-06-26T00:00:00,Georgia Tech,USA,6-5,215,Guard,Active,1610612745,2011,2018,2011,1,17
1627783,Pascal,Siakam,Pascal Siakam,1994-04-02T00:00:00,New Mexico State,Cameroon,6-9,230,Forward,Active,1610612761,2016,2018,2016,1,27
1627732,Ben,Simmons,Ben Simmons,1996-07-20T00:00:00,Louisiana State,Australia,6-10,230,Guard-Forward,Active,1610612755,2016,2018,2016,1,1
203613,Jonathon,Simmons,Jonathon Simmons,1989-09-14T00:00:00,Houston,USA,6-6,195,Forward,Active,1610612755,2015,2018,Undrafted,Undrafted,Undrafted
1629014,Anfernee,Simons,Anfernee Simons,1999-06-08T00:00:00,IMG Academy,USA,6-4,185,Guard,Active,1610612757,2018,2018,2018,1,24
203935,Marcus,Smart,Marcus Smart,1994-03-06T00:00:00,Oklahoma State,USA,6-4,220,Guard,Active,1610612738,2014,2018,2014,1,6
202397,Ish,Smith,Ish Smith,1988-07-05T00:00:00,Wake Forest,USA,6-0,175,Guard,Active,1610612765,2010,2018,Undrafted,Undrafted,Undrafted
2747,JR,Smith,JR Smith,1985-09-09T00:00:00,St. Benedict's Prep (NJ),USA,6-6,225,Guard-Forward,Active,1610612739,2004,2018,2004,1,18
1629015,Zhaire,Smith,Zhaire Smith,1999-06-04T00:00:00,Texas Tech,USA,6-4,199,Guard,Active,1610612755,2018,2018,2018,1,16
1628372,Dennis,Smith Jr.,Dennis Smith Jr.,1997-11-25T00:00:00,North Carolina State,USA,6-3,195,Guard,Active,1610612752,2017,2018,2017,1,9
203503,Tony,Snell,Tony Snell,1991-11-10T00:00:00,New Mexico,USA,6-7,213,Guard,Active,1610612749,2013,2018,2013,1,20
1629034,Ray,Spalding,Ray Spalding,1997-03-11T00:00:00,Louisville,USA,6-10,215,Forward,Active,1610612756,2018,2018,2018,2,56
1629016,Omari,Spellman,Omari Spellman,1997-07-21T00:00:00,Villanova,USA,6-9,245,Forward,Active,1610612737,2018,2018,2018,1,30
203917,Nik,Stauskas,Nik Stauskas,1993-10-07T00:00:00,Michigan,Canada,6-6,205,Guard,Active,1610612739,2014,2018,2014,1,8
202362,Lance,Stephenson,Lance Stephenson,1990-09-05T00:00:00,Cincinnati,USA,6-6,230,Guard,Active,1610612747,2010,2018,2010,2,40
1628410,Edmond,Sumner,Edmond Sumner,1995-12-31T00:00:00,Xavier,USA,6-6,176,Guard,Active,1610612754,2017,2018,2017,2,52
1628403,Caleb,Swanigan,Caleb Swanigan,1997-04-18T00:00:00,Purdue,USA,6-9,250,Forward,Active,1610612758,2017,2018,2017,1,26
1628369,Jayson,Tatum,Jayson Tatum,1998-03-03T00:00:00,Duke,USA,6-8,208,Forward,Active,1610612738,2017,2018,2017,1,3
201952,Jeff,Teague,Jeff Teague,1988-06-10T00:00:00,Wake Forest,USA,6-2,195,Guard,Active,1610612750,2009,2018,2009,1,19
202066,Garrett,Temple,Garrett Temple,1986-05-08T00:00:00,Louisiana State,USA,6-6,195,Guard-Forward,Active,1610612746,2009,2018,Undrafted,Undrafted,Undrafted
1629123,Jared,Terrell,Jared Terrell,1995-02-10T00:00:00,Rhode Island,USA,6-3,227,Guard,Active,1610612750,2018,2018,Undrafted,Undrafted,Undrafted
1628464,Daniel,Theis,Daniel Theis,1992-04-04T00:00:00,,Germany,6-8,243,Forward,Active,1610612738,2017,2018,Undrafted,Undrafted,Undrafted
202738,Isaiah,Thomas,Isaiah Thomas,1989-02-07T00:00:00,Washington,USA,5-9,185,Guard,Active,1610612743,2011,2018,2011,2,60
1629017,Khyri,Thomas,Khyri Thomas,1996-05-08T00:00:00,Creighton,USA,6-3,210,Guard,Active,1610612765,2018,2018,2018,2,38
202498,Lance,Thomas,Lance Thomas,1988-04-24T00:00:00,Duke,USA,6-8,240,Forward,Active,1610612752,2011,2018,Undrafted,Undrafted,Undrafted
202691,Klay,Thompson,Klay Thompson,1990-02-08T00:00:00,Washington State,USA,6-7,215,Guard,Active,1610612744,2011,2018,2011,1,11
202684,Tristan,Thompson,Tristan Thompson,1991-03-13T00:00:00,Texas,Canada,6-10,238,Center-Forward,Active,1610612739,2011,2018,2011,1,4
1628414,Sindarius,Thornwell,Sindarius Thornwell,1994-11-15T00:00:00,South Carolina,USA,6-5,215,Guard,Active,1610612746,2017,2018,2017,2,48
201229,Anthony,Tolliver,Anthony Tolliver,1985-06-01T00:00:00,Creighton,USA,6-8,250,Forward,Active,1610612750,2008,2018,Undrafted,Undrafted,Undrafted
1626157,Karl-Anthony,Towns,Karl-Anthony Towns,1995-11-15T00:00:00,Kentucky,USA,7-0,248,Center,Active,1610612750,2015,2018,2015,1,1
1629018,Gary,Trent Jr.,Gary Trent Jr.,1999-01-18T00:00:00,,USA,6-6,205,Guard,Active,1610612757,2018,2018,Undrafted,Undrafted,Undrafted
1629019,Allonzo,Trier,Allonzo Trier,1996-01-17T00:00:00,University of Arizona,USA,6-5,200,Guard,Active,1610612752,2018,2018,Undrafted,Undrafted,Undrafted
200782,PJ,Tucker,PJ Tucker,1985-05-05T00:00:00,Texas,USA,6-6,245,Forward,Active,1610612745,2006,2018,2006,2,35
202323,Evan,Turner,Evan Turner,1988-10-27T00:00:00,Ohio State,USA,6-7,220,Guard-Forward,Active,1610612757,2010,2018,2010,1,2
1626167,Myles,Turner,Myles Turner,1996-03-24T00:00:00,Texas,USA,6-11,250,Center-Forward,Active,1610612754,2015,2018,2015,1,11
202327,Ekpe,Udoh,Ekpe Udoh,1987-05-20T00:00:00,Baylor,USA,6-10,245,Center-Forward,Active,1610612762,2010,2018,2010,1,6
202685,Jonas,Valanciunas,Jonas Valanciunas,1992-05-06T00:00:00,"Utena, Lithuania",Lithuania,7-0,265,Center,Active,1610612763,2012,2018,2011,1,5
1627756,Denzel,Valentine,Denzel Valentine,1993-11-16T00:00:00,Michigan State,USA,6-6,210,Guard,Active,1610612741,2016,2018,2016,1,14
1627832,Fred,VanVleet,Fred VanVleet,1994-02-25T00:00:00,Wichita State,USA,6-0,195,Guard,Active,1610612761,2016,2018,Undrafted,Undrafted,Undrafted
1629020,Jarred,Vanderbilt,Jarred Vanderbilt,1999-04-03T00:00:00,Kentucky,USA,6-9,214,Forward,Active,1610612743,2018,2018,2018,2,41
203943,Noah,Vonleh,Noah Vonleh,1995-08-24T00:00:00,Indiana,USA,6-9,250,Forward,Active,1610612752,2014,2018,2014,1,9
202696,Nikola,Vucevic,Nikola Vucevic,1990-10-24T00:00:00,Southern California,Montenegro,7-0,260,Center,Active,1610612753,2011,2018,2011,1,16
2548,Dwyane,Wade,Dwyane Wade,1982-01-17T00:00:00,Marquette,USA,6-4,220,Guard,Active,1610612748,2003,2018,2003,1,5
1629021,Moritz,Wagner,Moritz Wagner,1997-04-26T00:00:00,Michigan,Germany,6-11,245,Center,Active,1610612747,2018,2018,2018,1,25
203079,Dion,Waiters,Dion Waiters,1991-12-10T00:00:00,Syracuse,USA,6-4,215,Guard,Active,1610612748,2012,2018,2012,1,4
202689,Kemba,Walker,Kemba Walker,1990-05-08T00:00:00,Connecticut,USA,6-1,184,Guard,Active,1610612766,2011,2018,2011,1,9
1629022,Lonnie,Walker IV,Lonnie Walker IV,1998-12-14T00:00:00,Miami (FL),USA,6-5,205,Guard,Active,1610612759,2018,2018,2018,1,18
202322,John,Wall,John Wall,1990-09-06T00:00:00,Kentucky,USA,6-4,210,Guard,Active,1610612764,2010,2018,2010,1,1
1627820,Tyrone,Wallace,Tyrone Wallace,1994-06-10T00:00:00,California,USA,6-5,198,Guard,Active,1610612746,2017,2018,2016,2,60
202954,Brad,Wanamaker,Brad Wanamaker,1989-07-25T00:00:00,Pittsburgh,USA,6-4,210,Guard,Active,1610612738,2018,2018,Undrafted,Undrafted,Undrafted
203933,T.J.,Warren,T.J. Warren,1993-09-05T00:00:00,North Carolina State,USA,6-8,215,Forward,Active,1610612756,2014,2018,2014,1,14
1627395,Julian,Washburn,Julian Washburn,1991-12-18T00:00:00,Texas-El Paso,USA,6-8,209,Forward-Guard,Active,1610612763,2018,2018,Undrafted,Undrafted,Undrafted
1629139,Yuta,Watanabe,Yuta Watanabe,1994-10-13T00:00:00,George Washington,Japan,6-9,205,Guard,Active,1610612763,2018,2018,Undrafted,Undrafted,Undrafted
1629118,Thomas,Welsh,Thomas Welsh,1996-02-03T00:00:00,California-Los Angeles,USA,7-0,255,Center,Active,1610612743,2018,2018,2018,2,58
201566,Russell,Westbrook,Russell Westbrook,1988-11-12T00:00:00,UCLA,USA,6-3,200,Guard,Active,1610612760,2008,2018,2008,1,4
1628401,Derrick,White,Derrick White,1994-07-02T00:00:00,Colorado,USA,6-4,190,Guard,Active,1610612759,2017,2018,2017,1,29
1627785,Isaiah,Whitehead,Isaiah Whitehead,1995-03-08T00:00:00,Seton Hall,USA,6-4,213,Guard,Active,1610612751,2016,2018,2016,2,42
202355,Hassan,Whiteside,Hassan Whiteside,1989-06-13T00:00:00,Marshall,USA,7-0,265,Center,Active,1610612748,2010,2018,2010,2,33
203952,Andrew,Wiggins,Andrew Wiggins,1995-02-23T00:00:00,Kansas,Canada,6-8,194,Forward-Guard,Active,1610612750,2014,2018,2014,1,1
1626210,Alan,Williams,Alan Williams,1993-01-28T00:00:00,California-Santa Barbara,USA,6-8,265,Forward-Center,Active,1610612756,2015,2018,Undrafted,Undrafted,Undrafted
203710,C.J.,Williams,C.J. Williams,1990-02-06T00:00:00,North Carolina State,USA,6-5,226,Guard,Active,1610612750,2017,2018,Undrafted,Undrafted,Undrafted
1629140,Johnathan,Williams,Johnathan Williams,1995-05-22T00:00:00,Gonzaga,USA,6-9,228,Forward,Active,1610612747,2018,2018,Undrafted,Undrafted,Undrafted
1629026,Kenrich,Williams,Kenrich Williams,1994-12-02T00:00:00,,USA,6-7,210,Guard-Forward,Active,1610612740,2018,2018,Undrafted,Undrafted,Undrafted
101150,Lou,Williams,Lou Williams,1986-10-27T00:00:00,South Gwinnett HS (GA),USA,6-1,175,Guard,Active,1610612746,2005,2018,2005,2,45
101107,Marvin,Williams,Marvin Williams,1986-06-19T00:00:00,North Carolina,USA,6-9,237,Forward,Active,1610612766,2005,2018,2005,1,2
1627786,Troy,Williams,Troy Williams,1994-12-30T00:00:00,Indiana,USA,6-7,218,Forward,Active,1610612758,2016,2018,Undrafted,Undrafted,Undrafted
1629057,Robert,Williams III,Robert Williams III,1997-10-17T00:00:00,Texas A&M,USA,6-10,240,Center-Forward,Active,1610612738,2018,2018,2018,1,27
1628391,D.J.,Wilson,D.J. Wilson,1996-02-19T00:00:00,Michigan,USA,6-10,231,Forward,Active,1610612749,2017,2018,2017,1,17
1626159,Justise,Winslow,Justise Winslow,1996-03-26T00:00:00,Duke,USA,6-7,225,Forward,Active,1610612748,2015,2018,2015,1,10
1626174,Christian,Wood,Christian Wood,1995-09-27T00:00:00,Nevada-Las Vegas,USA,6-10,214,Forward,Active,1610612740,2015,2018,Undrafted,Undrafted,Undrafted
1626153,Delon,Wright,Delon Wright,1992-04-26T00:00:00,Utah,USA,6-5,183,Guard,Active,1610612763,2015,2018,2015,1,20
1627824,Guerschon,Yabusele,Guerschon Yabusele,1995-12-17T00:00:00,,France,6-8,260,Forward,Active,1610612738,2016,2018,2016,1,16
201152,Thaddeus,Young,Thaddeus Young,1988-06-21T00:00:00,Georgia Tech,USA,6-8,221,Forward,Active,1610612754,2007,2018,2007,1,12
1629027,Trae,Young,Trae Young,1998-09-19T00:00:00,Oklahoma,USA,6-2,180,Guard,Active,1610612737,2018,2018,2018,1,5
203469,Cody,Zeller,Cody Zeller,1992-10-05T00:00:00,Indiana,USA,7-0,240,Center,Active,1610612766,2013,2018,2013,1,4
1627790,Ante,Zizic,Ante Zizic,1997-01-04T00:00:00,,Croatia,6-11,254,Center,Active,1610612739,2017,2018,2016,1,23
1627826,Ivica,Zubac,Ivica Zubac,1997-03-18T00:00:00,,Croatia,7-1,240,Center,Active,1610612746,2016,2018,2016,2,32
